dish_id,dish_name,cuisine,common_ingredients,allergens,dietary_tags,source_restaurant_count,description,possible_substitutions,preparation_method,ingredient_variations,allergen_confidence,source
D0731,Chicken Mughlai Paratha,North Indian,"spices, salt, cooking oil, wheat flour, chicken, cumin, coriander",gluten,"non-vegetarian, high-protein",7,"Chicken Mughlai Paratha is a non-vegetarian North Indian dish commonly associated with wheat flour, chicken, cumin, and coriander.","wheat flour->gluten-free flour blend, chicken->tofu or mushrooms (tofu introduces soy)",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_mughlai_paratha
D0732,Chicken Paratha,North Indian,"spices, salt, cooking oil, wheat flour, chicken, cumin, coriander",gluten,"non-vegetarian, high-protein",7,"Chicken Paratha is a non-vegetarian North Indian dish commonly associated with wheat flour, chicken, cumin, and coriander.","wheat flour->gluten-free flour blend, chicken->tofu or mushrooms (tofu introduces soy)",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_paratha
D0733,Chicken Seekh Kabab,North Indian,"spices, salt, cooking oil, ginger, garlic, chicken, cumin, coriander",none_identified_from_name,"grilled, non-vegetarian, high-protein",7,"Chicken Seekh Kabab is a non-vegetarian North Indian dish commonly associated with ginger, garlic, chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),grilled or tandoor-roasted,marinade and protein choice may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_seekh_kabab
D0734,Chicken Singapore Noodles,Indo-Chinese,"spices, salt, cooking oil, noodles, vegetables, sauce, chicken, garlic, spring onion","gluten, possible_soy","non-vegetarian, high-protein",7,"Chicken Singapore Noodles is a non-vegetarian Indo-Chinese dish commonly associated with noodles, vegetables, sauce, chicken, and garlic.","wheat noodles->rice noodles, chicken->tofu or mushrooms (tofu introduces soy)",stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_singapore_noodles
D0735,Chicken Tikka Biryani,Biryani,"spices, salt, cooking oil, basmati rice, whole spices, onion, ginger, garlic, chicken",none_identified_from_name,"grilled, non-vegetarian, high-protein",7,"Chicken Tikka Biryani is a non-vegetarian Biryani dish commonly associated with basmati rice, whole spices, onion, ginger, and garlic.",chicken->tofu or mushrooms (tofu introduces soy),grilled or tandoor-roasted,"protein may vary: vegetables, chicken, or mutton, marinade and protein choice may vary",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_tikka_biryani
D0736,Chicken Tikka Wrap,Chinese,"spices, salt, cooking oil, ginger, garlic, chicken, spring onion, sauce","possible_soy, possible_gluten","grilled, non-vegetarian, high-protein",7,"Chicken Tikka Wrap is a non-vegetarian Chinese dish commonly associated with ginger, garlic, chicken, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),grilled or tandoor-roasted,marinade and protein choice may vary,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_tikka_wrap
D0737,Chole Bhatoore,North Indian,"spices, salt, cooking oil, chickpeas, onion, tomato, cumin, coriander",none_identified_from_name,"high-protein, vegetarian",7,"Chole Bhatoore is a vegetarian North Indian dish commonly associated with chickpeas, onion, tomato, cumin, and coriander.",,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chole_bhatoore
D0738,Chole Chawal,North Indian,"spices, salt, cooking oil, chickpeas, onion, tomato, cumin, coriander",none_identified_from_name,"high-protein, vegetarian",7,"Chole Chawal is a vegetarian North Indian dish commonly associated with chickpeas, onion, tomato, cumin, and coriander.",,pot-cooked,"vegetable, spice, and protein additions may vary",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chole_chawal
D0739,Coconut Uttapam,South Indian,"spices, salt, cooking oil, rice, urad dal, vegetables, oil, coconut, curry leaves, mustard seeds",possible_coconut,"fermented, vegetarian",7,"Coconut Uttapam is a vegetarian South Indian dish commonly associated with rice, urad dal, vegetables, coconut, and curry leaves.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=coconut_uttapam
D0740,Crispy Chicken,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",7,"Crispy Chicken is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=crispy_chicken
D0741,Dal Fry Tadka,North Indian,"spices, salt, cooking oil, lentils, onion, tomato, cumin, coriander",none_identified_from_name,"high-protein, vegetarian",7,"Dal Fry Tadka is a vegetarian North Indian dish commonly associated with lentils, onion, tomato, cumin, and coriander.",,simmered,lentil variety and tempering spices may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=dal_fry_tadka
D0742,Dal Makhani Bowl (Half Kg),North Indian,"spices, salt, cooking oil, lentils, onion, tomato, butter, cumin, coriander",dairy,"high-protein, vegetarian",7,"Dal Makhani Bowl (Half Kg) is a vegetarian North Indian dish commonly associated with lentils, onion, tomato, butter, and cumin.",butter->plant-based butter (check product allergens),simmered,"lentil variety and tempering spices may vary, gravy base may vary: onion-tomato, dairy, or nut paste",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=dal_makhani_bowl_half_kg
D0743,Egg Burji,Indian,"spices, salt, cooking oil, egg",egg,"contains-egg, non-vegetarian",7,Egg Burji is a non-vegetarian Indian dish commonly associated with egg.,,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_burji
D0744,Egg Butter Masala,North Indian,"spices, salt, cooking oil, butter, egg, cumin, coriander","dairy, egg","contains-egg, non-vegetarian",7,"Egg Butter Masala is a non-vegetarian North Indian dish commonly associated with butter, egg, cumin, and coriander.",butter->plant-based butter (check product allergens),simmered,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_butter_masala
D0745,Egg Keema,Indian,"spices, salt, cooking oil, egg",egg,"contains-egg, non-vegetarian",7,Egg Keema is a non-vegetarian Indian dish commonly associated with egg.,,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_keema
D0746,Egg Paratha,North Indian,"spices, salt, cooking oil, wheat flour, egg, cumin, coriander","gluten, egg","contains-egg, non-vegetarian",7,"Egg Paratha is a non-vegetarian North Indian dish commonly associated with wheat flour, egg, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_paratha
D0747,Fish Amritsari,Chinese,"spices, salt, cooking oil, fish, garlic, spring onion, sauce","fish, possible_soy, possible_gluten","non-vegetarian, high-protein",7,"Fish Amritsari is a non-vegetarian Chinese dish commonly associated with fish, garlic, spring onion, and sauce.",,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=fish_amritsari
D0748,Fish Pakoda,Bengali,"spices, salt, cooking oil, gram flour, oil, fish, mustard oil, panch phoron",fish,"fried, non-vegetarian, high-protein",7,"Fish Pakoda is a non-vegetarian Bengali dish commonly associated with gram flour, fish, mustard oil, and panch phoron.",,deep-fried,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=fish_pakoda
D0749,Fruit Raita,Indian,"spices, salt, cooking oil, yogurt",dairy,vegetarian,7,Fruit Raita is a vegetarian Indian dish commonly associated with yogurt.,yogurt->plant-based yogurt (check soy or nut allergens),"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=fruit_raita
D0750,Green Tea,Beverages,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,Green Tea is a vegetarian Beverages dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=green_tea
D0751,Gulab Jamun (3 Pcs),Indian,"spices, salt, cooking oil, sugar, cardamom","possible_dairy, possible_tree_nuts","dessert, vegetarian",7,Gulab Jamun (3 Pcs) is a vegetarian Indian dish commonly associated with sugar and cardamom.,,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=gulab_jamun_3_pcs
D0752,Haryali Naan,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,7,"Haryali Naan is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,tandoor-baked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=haryali_naan
D0753,Hong Kong Noodles,Indo-Chinese,"spices, salt, cooking oil, noodles, vegetables, sauce, garlic, spring onion","gluten, possible_soy",vegetarian,7,"Hong Kong Noodles is a vegetarian Indo-Chinese dish commonly associated with noodles, vegetables, sauce, garlic, and spring onion.",wheat noodles->rice noodles,stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=hong_kong_noodles
D0754,Hot N Sour Soup,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,Hot N Sour Soup is a vegetarian Indian dish generally seasoned with regional spices.,,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=hot_n_sour_soup
D0755,Idli Sambhar,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, curry leaves, mustard seeds",none_identified_from_name,"steamed, fermented, vegetarian",7,"Idli Sambhar is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,steamed,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=idli_sambhar
D0756,India's Magic Masala Chips,Healthy Food,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,India's Magic Masala Chips is a vegetarian Healthy Food dish generally seasoned with regional spices.,,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=india_s_magic_masala_chips
D0757,Jalebi,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,7,Jalebi is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=jalebi
D0758,Jumbo Vada Pav,Maharashtrian,"spices, salt, cooking oil, mustard seeds, curry leaves",none_identified_from_name,vegetarian,7,Jumbo Vada Pav is a vegetarian Maharashtrian dish commonly associated with mustard seeds and curry leaves.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=jumbo_vada_pav
D0759,Kadhi,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,Kadhi is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kadhi
D0760,Katla Oil Fried,Bengali,"spices, salt, cooking oil, mustard oil, panch phoron",none_identified_from_name,non-vegetarian,7,Katla Oil Fried is a non-vegetarian Bengali dish commonly associated with mustard oil and panch phoron.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=katla_oil_fried
D0761,Koya Kaju,Punjabi,"spices, salt, cooking oil, cashew, cumin, coriander",tree_nuts,vegetarian,7,"Koya Kaju is a vegetarian Punjabi dish commonly associated with cashew, cumin, and coriander.",cashew->sunflower seed paste (introduces seeds),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=koya_kaju
D0762,Makai Roti,Indian,"spices, salt, cooking oil, wheat flour",gluten,vegetarian,7,Makai Roti is a vegetarian Indian dish commonly associated with wheat flour.,wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=makai_roti
D0763,Mango Cheesecake,North Indian,"spices, salt, cooking oil, cheese, cumin, coriander",dairy,vegetarian,7,"Mango Cheesecake is a vegetarian North Indian dish commonly associated with cheese, cumin, and coriander.",cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mango_cheesecake
D0764,Masala Chai,Beverages,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,Masala Chai is a vegetarian Beverages dish generally seasoned with regional spices.,,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=masala_chai
D0765,Masala Lemonade,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,7,"Masala Lemonade is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=masala_lemonade
D0766,McSaver Big Spicy Paneer Wrap Meal,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",7,"McSaver Big Spicy Paneer Wrap Meal is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mcsaver_big_spicy_paneer_wrap_meal
D0767,McSaver Mexican McAloo Tikki Meal,Burgers,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,McSaver Mexican McAloo Tikki Meal is a vegetarian Burgers dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mcsaver_mexican_mcaloo_tikki_meal
D0768,Methi Roti,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,7,"Methi Roti is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=methi_roti
D0769,Mexican Hot Pot,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,7,"Mexican Hot Pot is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mexican_hot_pot
D0770,Mix Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, garlic, spring onion, sauce","possible_soy, possible_gluten",non-vegetarian,7,"Mix Fried Rice is a non-vegetarian Indo-Chinese dish commonly associated with rice, vegetables, garlic, spring onion, and sauce.",,stir-fried,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mix_fried_rice
D0771,Mix Paratha,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,7,"Mix Paratha is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mix_paratha
D0772,Mix Veg Curry,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,7,Mix Veg Curry is a vegetarian North Indian dish commonly associated with cumin and coriander.,,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mix_veg_curry
D0773,Mix Veg Raita,North Indian,"spices, salt, cooking oil, yogurt, cumin, coriander",dairy,vegetarian,7,"Mix Veg Raita is a vegetarian North Indian dish commonly associated with yogurt, cumin, and coriander.",yogurt->plant-based yogurt (check soy or nut allergens),"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mix_veg_raita
D0774,Mutton Do Pyaza,Biryani,"spices, salt, cooking oil, mutton",none_identified_from_name,"non-vegetarian, high-protein",7,Mutton Do Pyaza is a non-vegetarian Biryani dish commonly associated with mutton.,mutton->young jackfruit,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mutton_do_pyaza
D0775,Navratan Korma (Sweet),Indian,"spices, salt, cooking oil, onion, rich gravy","possible_dairy, possible_tree_nuts",vegetarian,7,Navratan Korma (Sweet) is a vegetarian Indian dish commonly associated with onion and rich gravy.,,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=navratan_korma_sweet
D0776,Navratna Korma,Chinese,"spices, salt, cooking oil, onion, rich gravy, garlic, spring onion, sauce","possible_dairy, possible_tree_nuts, possible_soy, possible_gluten",vegetarian,7,"Navratna Korma is a vegetarian Chinese dish commonly associated with onion, rich gravy, garlic, spring onion, and sauce.",,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=navratna_korma
D0777,New York Cheesecake,North Indian,"spices, salt, cooking oil, cheese, cumin, coriander",dairy,"vegetarian, non-vegetarian",7,"New York Cheesecake is a non-vegetarian North Indian dish commonly associated with cheese, cumin, and coriander.",cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=new_york_cheesecake
D0778,Onion Garlic Paratha,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,7,"Onion Garlic Paratha is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=onion_garlic_paratha
D0779,Paneer Achari Tikka,North Indian,"spices, salt, cooking oil, ginger, garlic, paneer, cumin, coriander",dairy,"grilled, vegetarian, high-protein",7,"Paneer Achari Tikka is a vegetarian North Indian dish commonly associated with ginger, garlic, paneer, cumin, and coriander.",paneer->tofu (introduces soy),grilled or tandoor-roasted,"protein variation may use paneer, tofu, or mixed vegetables, marinade and protein choice may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_achari_tikka
D0780,Paneer Calzone,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",7,"Paneer Calzone is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_calzone
D0781,Paneer Cheese Masala,North Indian,"spices, salt, cooking oil, paneer, cheese, cumin, coriander",dairy,"vegetarian, high-protein",7,"Paneer Cheese Masala is a vegetarian North Indian dish commonly associated with paneer, cheese, cumin, and coriander.","paneer->tofu (introduces soy), cheese->dairy-free cheese (check product allergens)",simmered,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_cheese_masala
D0782,Paneer Chowmein,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",7,"Paneer Chowmein is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_chowmein
D0783,Paneer Dum Biryani,Biryani,"spices, salt, cooking oil, basmati rice, whole spices, onion, paneer",dairy,"vegetarian, high-protein",7,"Paneer Dum Biryani is a vegetarian Biryani dish commonly associated with basmati rice, whole spices, onion, and paneer.",paneer->tofu (introduces soy),layered and dum-cooked,"protein may vary: vegetables, chicken, or mutton, protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_dum_biryani
D0784,Paneer Makhni,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",7,"Paneer Makhni is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_makhni
D0785,Paneer Manchurian Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, flour, soy sauce, paneer, garlic, spring onion, sauce","gluten, soy, dairy","vegetarian, high-protein",7,"Paneer Manchurian Fried Rice is a vegetarian Indo-Chinese dish commonly associated with rice, vegetables, flour, soy sauce, and paneer.",paneer->tofu (introduces soy),stir-fried,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary, vegetable, spice, and protein additions may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_manchurian_fried_rice
D0786,Paneer Pakora,North Indian,"spices, salt, cooking oil, gram flour, oil, paneer, cumin, coriander",dairy,"fried, vegetarian, high-protein",7,"Paneer Pakora is a vegetarian North Indian dish commonly associated with gram flour, paneer, cumin, and coriander.",paneer->tofu (introduces soy),deep-fried,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_pakora
D0787,Paneer Paratha With Curd,North Indian,"spices, salt, cooking oil, wheat flour, paneer, yogurt, cumin, coriander","gluten, dairy","vegetarian, high-protein",7,"Paneer Paratha With Curd is a vegetarian North Indian dish commonly associated with wheat flour, paneer, yogurt, cumin, and coriander.","paneer->tofu (introduces soy), yogurt->plant-based yogurt (check soy or nut allergens), wheat flour->gluten-free flour blend",griddle-cooked,"protein variation may use paneer, tofu, or mixed vegetables, flour blend and cooking fat may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_paratha_with_curd
D0788,Paneer Wrap,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",7,"Paneer Wrap is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_wrap
D0789,Peanut Chaat,North Indian,"spices, salt, cooking oil, chutney, crisps, peanut, cumin, coriander","possible_gluten, peanuts","street-food, vegetarian",7,"Peanut Chaat is a vegetarian North Indian dish commonly associated with chutney, crisps, peanut, cumin, and coriander.",,"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=peanut_chaat
D0790,Peri Peri Samosa Pav,Snacks,"spices, salt, cooking oil, wheat flour, oil",gluten,"fried, vegetarian",7,Peri Peri Samosa Pav is a vegetarian Snacks dish commonly associated with wheat flour.,wheat flour->gluten-free flour blend,deep-fried,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=peri_peri_samosa_pav
D0791,Prawn Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, shellfish, garlic, spring onion, sauce","shellfish, possible_soy, possible_gluten","non-vegetarian, high-protein",7,"Prawn Fried Rice is a non-vegetarian Indo-Chinese dish commonly associated with rice, vegetables, shellfish, garlic, and spring onion.",,stir-fried,"vegetable, spice, and protein additions may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=prawn_fried_rice
D0792,Prawns Manchurian,Indo-Chinese,"spices, salt, cooking oil, vegetables, flour, soy sauce, shellfish, garlic, spring onion, sauce","gluten, soy, shellfish","non-vegetarian, high-protein",7,"Prawns Manchurian is a non-vegetarian Indo-Chinese dish commonly associated with vegetables, flour, soy sauce, shellfish, and garlic.",,sauteed or stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=prawns_manchurian
D0793,Pudina Masala Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",7,"Pudina Masala Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=pudina_masala_dosa
D0794,Puri Bhaji,Snacks,"spices, salt, cooking oil, wheat flour",gluten,vegetarian,7,Puri Bhaji is a vegetarian Snacks dish commonly associated with wheat flour.,wheat flour->gluten-free flour blend,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=puri_bhaji
D0795,Rava Onion Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",7,"Rava Onion Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=rava_onion_dosa
D0796,Rohu Oil Fried,Bengali,"spices, salt, cooking oil, mustard oil, panch phoron",none_identified_from_name,non-vegetarian,7,Rohu Oil Fried is a non-vegetarian Bengali dish commonly associated with mustard oil and panch phoron.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=rohu_oil_fried
D0797,Salted Caramel Chocolate Pastry,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,7,Salted Caramel Chocolate Pastry is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=salted_caramel_chocolate_pastry
D0798,Salted Fries,Fast Food,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,Salted Fries is a vegetarian Fast Food dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=salted_fries
D0799,Schezwan Fried Rice - Chicken,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, chicken, garlic, spring onion, sauce","possible_soy, possible_gluten","non-vegetarian, high-protein",7,"Schezwan Fried Rice - Chicken is a non-vegetarian Indo-Chinese dish commonly associated with rice, vegetables, chicken, garlic, and spring onion.",chicken->tofu or mushrooms (tofu introduces soy),stir-fried,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=schezwan_fried_rice_chicken
D0800,Schezwan Paneer Chilly,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",7,"Schezwan Paneer Chilly is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),sauteed or stir-fried,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=schezwan_paneer_chilly
D0801,Schezwan Samosa Pav,Snacks,"spices, salt, cooking oil, wheat flour, oil",gluten,"fried, vegetarian",7,Schezwan Samosa Pav is a vegetarian Snacks dish commonly associated with wheat flour.,wheat flour->gluten-free flour blend,deep-fried,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=schezwan_samosa_pav
D0802,Schezwan Vadapav,Snacks,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,Schezwan Vadapav is a vegetarian Snacks dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=schezwan_vadapav
D0803,Sev Dungri,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,7,Sev Dungri is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sev_dungri
D0804,Singapore Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,7,"Singapore Fried Rice is a vegetarian Indo-Chinese dish commonly associated with rice, vegetables, garlic, spring onion, and sauce.",,stir-fried,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=singapore_fried_rice
D0805,Smoked Butter Chicken Bowl (Half Kg),North Indian,"spices, salt, cooking oil, butter, chicken, cumin, coriander",dairy,"non-vegetarian, high-protein",7,"Smoked Butter Chicken Bowl (Half Kg) is a non-vegetarian North Indian dish commonly associated with butter, chicken, cumin, and coriander.","butter->plant-based butter (check product allergens), chicken->tofu or mushrooms (tofu introduces soy)",,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=smoked_butter_chicken_bowl_half_kg
